label,rr,trail,trades,tp,sl,sl_trail,timeout,wr,pf,net_pct,dd_pct,calmar,score,final_cap,avg_win,avg_loss,avg_hold,trail_activated_pct
RR 1.5 | none,1.5,none,21,12,8,0,1,57.1,1.79,9.09,-3.24,2.8,4.49,10908.54,158.6,-144.17,10.9,0
